,date,cluster,keyword_sum
3854,2023-04-24,engineering & architecture,1156
3855,2023-04-24,entertainment & recreation,9881
3856,2023-04-24,event organization,65213
3857,2023-04-24,fashion,187092
3858,2023-04-24,finance,145043
3859,2023-04-24,food & beverages,27367
3860,2023-04-24,health care and social assistance,14064
3861,2023-04-24,home care & home services,21368
3862,2023-04-24,human resources,31019
3863,2023-04-24,information technology,70322
3864,2023-04-24,insurance,85159
3865,2023-04-24,legal,341043
3866,2023-04-24,manufacturing,127755
3867,2023-04-24,media & social networks,26164
3868,2023-04-24,non-profit organizations,7813
3869,2023-04-24,public administration,55627
3870,2023-04-24,real estate & leasing,9664
3871,2023-04-24,sports & activities,38283
3872,2023-04-24,telecommunications,30688
3873,2023-04-24,transportation,49504
3874,2023-04-24,video & photography,26957
3875,2023-04-24,"warehousing, storage & delivery",13198
3876,2023-04-25,accommodation,77754
3877,2023-04-25,"advertising, marketing & research",8552
3878,2023-04-25,"agriculture, farm animals & forestry",1121
3879,2023-04-25,animal care & products for animals,5603
3880,2023-04-25,arts & design,9929
3881,2023-04-25,automotive,16495
3882,2023-04-25,beauty & personal care,29069
3883,2023-04-25,construction,237446
3884,2023-04-25,consulting,47578
3885,2023-04-25,e-commerce & retail trade,4715
3886,2023-04-25,education,346370
3887,2023-04-25,energy,119227
3888,2023-04-25,engineering & architecture,1141
3889,2023-04-25,entertainment & recreation,11867
3890,2023-04-25,event organization,67508
3891,2023-04-25,fashion,201415
3892,2023-04-25,finance,155711
3893,2023-04-25,food & beverages,51274
3894,2023-04-25,health care and social assistance,16409
3895,2023-04-25,home care & home services,23784
3896,2023-04-25,human resources,33752
3897,2023-04-25,information technology,74629
3898,2023-04-25,insurance,86636
3899,2023-04-25,legal,365589
3900,2023-04-25,manufacturing,134320
3901,2023-04-25,media & social networks,26588
3902,2023-04-25,non-profit organizations,9422
3903,2023-04-25,public administration,62938
3904,2023-04-25,real estate & leasing,12342
3905,2023-04-25,sports & activities,43688
3906,2023-04-25,telecommunications,31889
3907,2023-04-25,transportation,50872
3908,2023-04-25,video & photography,30901
3909,2023-04-25,"warehousing, storage & delivery",12022
3910,2023-04-26,accommodation,71965
3911,2023-04-26,"advertising, marketing & research",8236
3912,2023-04-26,"agriculture, farm animals & forestry",943
3913,2023-04-26,animal care & products for animals,6739
3914,2023-04-26,arts & design,9066
3915,2023-04-26,automotive,16286
3916,2023-04-26,beauty & personal care,28895
3917,2023-04-26,construction,222094
3918,2023-04-26,consulting,43932
3919,2023-04-26,e-commerce & retail trade,4945
3920,2023-04-26,education,331554
3921,2023-04-26,energy,114709
3922,2023-04-26,engineering & architecture,837
3923,2023-04-26,entertainment & recreation,10594
3924,2023-04-26,event organization,62986
3925,2023-04-26,fashion,192447
3926,2023-04-26,finance,150705
3927,2023-04-26,food & beverages,31971
3928,2023-04-26,health care and social assistance,16348
3929,2023-04-26,home care & home services,23188
3930,2023-04-26,human resources,32164
3931,2023-04-26,information technology,75581
3932,2023-04-26,insurance,91434
3933,2023-04-26,legal,352917
3934,2023-04-26,manufacturing,131682
3935,2023-04-26,media & social networks,25953
3936,2023-04-26,non-profit organizations,8465
3937,2023-04-26,public administration,60608
3938,2023-04-26,real estate & leasing,9613
3939,2023-04-26,sports & activities,41076
3940,2023-04-26,telecommunications,30695
3941,2023-04-26,transportation,46925
3942,2023-04-26,video & photography,27765
3943,2023-04-26,"warehousing, storage & delivery",14301
3944,2023-04-27,accommodation,71895
3945,2023-04-27,"advertising, marketing & research",7131
3946,2023-04-27,"agriculture, farm animals & forestry",804
3947,2023-04-27,animal care & products for animals,6102
3948,2023-04-27,arts & design,8401
3949,2023-04-27,automotive,16436
3950,2023-04-27,beauty & personal care,26340
3951,2023-04-27,construction,212603
3952,2023-04-27,consulting,40142
3953,2023-04-27,e-commerce & retail trade,5842
3954,2023-04-27,education,313733
3955,2023-04-27,energy,109874
3956,2023-04-27,engineering & architecture,862
3957,2023-04-27,entertainment & recreation,9745
3958,2023-04-27,event organization,59150
3959,2023-04-27,fashion,183453
3960,2023-04-27,finance,138413
3961,2023-04-27,food & beverages,27872
3962,2023-04-27,health care and social assistance,14224
3963,2023-04-27,home care & home services,19319
3964,2023-04-27,human resources,28871
3965,2023-04-27,information technology,68464
3966,2023-04-27,insurance,82876
3967,2023-04-27,legal,335279
3968,2023-04-27,manufacturing,119195
3969,2023-04-27,media & social networks,24981
3970,2023-04-27,non-profit organizations,7199
3971,2023-04-27,public administration,54325
3972,2023-04-27,real estate & leasing,9039
3973,2023-04-27,sports & activities,37782
3974,2023-04-27,telecommunications,29153
3975,2023-04-27,transportation,49266
3976,2023-04-27,video & photography,28868
3977,2023-04-27,"warehousing, storage & delivery",13656
3978,2023-04-28,accommodation,55983
3979,2023-04-28,"advertising, marketing & research",5288
3980,2023-04-28,"agriculture, farm animals & forestry",517
3981,2023-04-28,animal care & products for animals,4010
3982,2023-04-28,arts & design,5866
3983,2023-04-28,automotive,12899
3984,2023-04-28,beauty & personal care,19995
3985,2023-04-28,construction,159817
3986,2023-04-28,consulting,31060
3987,2023-04-28,e-commerce & retail trade,4760
3988,2023-04-28,education,229907
3989,2023-04-28,energy,85240
3990,2023-04-28,engineering & architecture,769
3991,2023-04-28,entertainment & recreation,7109
3992,2023-04-28,event organization,46123
3993,2023-04-28,fashion,142689
3994,2023-04-28,finance,106377
3995,2023-04-28,food & beverages,21755
3996,2023-04-28,health care and social assistance,9465
3997,2023-04-28,home care & home services,14995
3998,2023-04-28,human resources,22234
3999,2023-04-28,information technology,51891
4000,2023-04-28,insurance,59267
4001,2023-04-28,legal,248807
4002,2023-04-28,manufacturing,90430
4003,2023-04-28,media & social networks,20045
4004,2023-04-28,non-profit organizations,5606
4005,2023-04-28,public administration,43135
4006,2023-04-28,real estate & leasing,8338
4007,2023-04-28,sports & activities,28756
4008,2023-04-28,telecommunications,23873
4009,2023-04-28,transportation,40585
4010,2023-04-28,video & photography,22358
4011,2023-04-28,"warehousing, storage & delivery",10777
4012,2023-04-29,accommodation,25455
4013,2023-04-29,"advertising, marketing & research",2249
4014,2023-04-29,"agriculture, farm animals & forestry",526
4015,2023-04-29,animal care & products for animals,2522
4016,2023-04-29,arts & design,2701
4017,2023-04-29,automotive,5496
4018,2023-04-29,beauty & personal care,9689
4019,2023-04-29,construction,75751
4020,2023-04-29,consulting,14045
4021,2023-04-29,e-commerce & retail trade,2387
4022,2023-04-29,education,111979
4023,2023-04-29,energy,40990
4024,2023-04-29,engineering & architecture,285
4025,2023-04-29,entertainment & recreation,3645
4026,2023-04-29,event organization,21809
4027,2023-04-29,fashion,56950
4028,2023-04-29,finance,55509
4029,2023-04-29,food & beverages,8986
4030,2023-04-29,health care and social assistance,4801
4031,2023-04-29,home care & home services,7175
4032,2023-04-29,human resources,8810
4033,2023-04-29,information technology,24745
4034,2023-04-29,insurance,29416
4035,2023-04-29,legal,128237
4036,2023-04-29,manufacturing,43703
4037,2023-04-29,media & social networks,7709
4038,2023-04-29,non-profit organizations,2575
4039,2023-04-29,public administration,15796
4040,2023-04-29,real estate & leasing,5137
4041,2023-04-29,sports & activities,11991
4042,2023-04-29,telecommunications,9367
4043,2023-04-29,transportation,20517
4044,2023-04-29,video & photography,10944
4045,2023-04-29,"warehousing, storage & delivery",5434
4046,2023-04-30,accommodation,29331
4047,2023-04-30,"advertising, marketing & research",2028
4048,2023-04-30,"agriculture, farm animals & forestry",285
4049,2023-04-30,animal care & products for animals,3711
4050,2023-04-30,arts & design,3396
4051,2023-04-30,automotive,6183
4052,2023-04-30,beauty & personal care,10921
4053,2023-04-30,construction,83970
4054,2023-04-30,consulting,16287
4055,2023-04-30,e-commerce & retail trade,1837
4056,2023-04-30,education,124355
4057,2023-04-30,energy,49605
4058,2023-04-30,engineering & architecture,367
4059,2023-04-30,entertainment & recreation,4343
4060,2023-04-30,event organization,23410
4061,2023-04-30,fashion,70595
4062,2023-04-30,finance,57719
4063,2023-04-30,food & beverages,23441
4064,2023-04-30,health care and social assistance,4821
4065,2023-04-30,home care & home services,8184
4066,2023-04-30,human resources,9607
4067,2023-04-30,information technology,25814
4068,2023-04-30,insurance,33456
4069,2023-04-30,legal,140092
4070,2023-04-30,manufacturing,47389
4071,2023-04-30,media & social networks,10798
4072,2023-04-30,non-profit organizations,3145
4073,2023-04-30,public administration,16737
4074,2023-04-30,real estate & leasing,5165
4075,2023-04-30,sports & activities,16307
4076,2023-04-30,telecommunications,10407
4077,2023-04-30,transportation,23676
4078,2023-04-30,video & photography,10530
4079,2023-04-30,"warehousing, storage & delivery",5066
4080,2023-05-01,accommodation,65804
4081,2023-05-01,"advertising, marketing & research",6507
4082,2023-05-01,"agriculture, farm animals & forestry",1164
4083,2023-05-01,animal care & products for animals,5933
4084,2023-05-01,arts & design,8826
4085,2023-05-01,automotive,14055
4086,2023-05-01,beauty & personal care,25952
4087,2023-05-01,construction,191310
4088,2023-05-01,consulting,36537
4089,2023-05-01,e-commerce & retail trade,3867
4090,2023-05-01,education,287096
4091,2023-05-01,energy,101717
4092,2023-05-01,engineering & architecture,739
4093,2023-05-01,entertainment & recreation,9395
4094,2023-05-01,event organization,58797
4095,2023-05-01,fashion,138424
4096,2023-05-01,finance,130252
4097,2023-05-01,food & beverages,26533
4098,2023-05-01,health care and social assistance,9575
4099,2023-05-01,home care & home services,18905
4100,2023-05-01,human resources,26284
4101,2023-05-01,information technology,56174
4102,2023-05-01,insurance,72518
4103,2023-05-01,legal,307506
4104,2023-05-01,manufacturing,105916
4105,2023-05-01,media & social networks,23754
4106,2023-05-01,non-profit organizations,6380
4107,2023-05-01,public administration,40826
4108,2023-05-01,real estate & leasing,11004
4109,2023-05-01,sports & activities,37515
4110,2023-05-01,telecommunications,23460
4111,2023-05-01,transportation,42238
4112,2023-05-01,video & photography,30852
4113,2023-05-01,"warehousing, storage & delivery",11776
4114,2023-05-02,accommodation,74137
4115,2023-05-02,"advertising, marketing & research",7825
4116,2023-05-02,"agriculture, farm animals & forestry",1373
4117,2023-05-02,animal care & products for animals,8181
4118,2023-05-02,arts & design,10181
4119,2023-05-02,automotive,17455
4120,2023-05-02,beauty & personal care,27983
4121,2023-05-02,construction,227000
4122,2023-05-02,consulting,43602
4123,2023-05-02,e-commerce & retail trade,4641
4124,2023-05-02,education,323263
4125,2023-05-02,energy,115932
4126,2023-05-02,engineering & architecture,978
4127,2023-05-02,entertainment & recreation,10481
4128,2023-05-02,event organization,66340
4129,2023-05-02,fashion,196524
4130,2023-05-02,finance,145975
4131,2023-05-02,food & beverages,32443
4132,2023-05-02,health care and social assistance,12286
4133,2023-05-02,home care & home services,21861
4134,2023-05-02,human resources,31644
4135,2023-05-02,information technology,75136
4136,2023-05-02,insurance,80741
4137,2023-05-02,legal,347439
4138,2023-05-02,manufacturing,130057
4139,2023-05-02,media & social networks,27491
4140,2023-05-02,non-profit organizations,8603
4141,2023-05-02,public administration,57364
4142,2023-05-02,real estate & leasing,9190
4143,2023-05-02,sports & activities,38047
4144,2023-05-02,telecommunications,30419
4145,2023-05-02,transportation,49914
4146,2023-05-02,video & photography,29811
4147,2023-05-02,"warehousing, storage & delivery",11280
4148,2023-05-03,accommodation,72408
4149,2023-05-03,"advertising, marketing & research",8138
4150,2023-05-03,"agriculture, farm animals & forestry",1327
4151,2023-05-03,animal care & products for animals,5545
4152,2023-05-03,arts & design,10930
4153,2023-05-03,automotive,17277
4154,2023-05-03,beauty & personal care,27426
4155,2023-05-03,construction,225408
4156,2023-05-03,consulting,40170
4157,2023-05-03,e-commerce & retail trade,5402
4158,2023-05-03,education,326640
4159,2023-05-03,energy,116778
4160,2023-05-03,engineering & architecture,1079
4161,2023-05-03,entertainment & recreation,11520
4162,2023-05-03,event organization,67415
4163,2023-05-03,fashion,191012
4164,2023-05-03,finance,144139
4165,2023-05-03,food & beverages,30812
4166,2023-05-03,health care and social assistance,14051
4167,2023-05-03,home care & home services,20192
4168,2023-05-03,human resources,31355
4169,2023-05-03,information technology,72910
4170,2023-05-03,insurance,84138
4171,2023-05-03,legal,344708
4172,2023-05-03,manufacturing,126479
4173,2023-05-03,media & social networks,26202
4174,2023-05-03,non-profit organizations,8034
4175,2023-05-03,public administration,57888
4176,2023-05-03,real estate & leasing,9398
4177,2023-05-03,sports & activities,41363
4178,2023-05-03,telecommunications,30803
4179,2023-05-03,transportation,49260
4180,2023-05-03,video & photography,30444
4181,2023-05-03,"warehousing, storage & delivery",12575
4182,2023-05-04,accommodation,66952
4183,2023-05-04,"advertising, marketing & research",7184
4184,2023-05-04,"agriculture, farm animals & forestry",1064
4185,2023-05-04,animal care & products for animals,5088
4186,2023-05-04,arts & design,7822
4187,2023-05-04,automotive,16146
4188,2023-05-04,beauty & personal care,25019
4189,2023-05-04,construction,203237
4190,2023-05-04,consulting,37605
4191,2023-05-04,e-commerce & retail trade,4654
4192,2023-05-04,education,295312
4193,2023-05-04,energy,104825
4194,2023-05-04,engineering & architecture,857
4195,2023-05-04,entertainment & recreation,9524
4196,2023-05-04,event organization,60727
4197,2023-05-04,fashion,175532
4198,2023-05-04,finance,132475
4199,2023-05-04,food & beverages,26765
4200,2023-05-04,health care and social assistance,12095
4201,2023-05-04,home care & home services,19728
4202,2023-05-04,human resources,29959
4203,2023-05-04,information technology,63742
4204,2023-05-04,insurance,76230
4205,2023-05-04,legal,315339
4206,2023-05-04,manufacturing,117425
4207,2023-05-04,media & social networks,23851
4208,2023-05-04,non-profit organizations,7800
4209,2023-05-04,public administration,53100
4210,2023-05-04,real estate & leasing,9868
4211,2023-05-04,sports & activities,35783
4212,2023-05-04,telecommunications,27887
4213,2023-05-04,transportation,46145
4214,2023-05-04,video & photography,27490
4215,2023-05-04,"warehousing, storage & delivery",12138
4216,2023-05-05,accommodation,54538
4217,2023-05-05,"advertising, marketing & research",5650
4218,2023-05-05,"agriculture, farm animals & forestry",492
4219,2023-05-05,animal care & products for animals,3562
4220,2023-05-05,arts & design,6325
4221,2023-05-05,automotive,13800
4222,2023-05-05,beauty & personal care,18859
4223,2023-05-05,construction,167527
4224,2023-05-05,consulting,29988
4225,2023-05-05,e-commerce & retail trade,4664
4226,2023-05-05,education,233814
4227,2023-05-05,energy,83411
4228,2023-05-05,engineering & architecture,752
4229,2023-05-05,entertainment & recreation,7167
4230,2023-05-05,event organization,44006
4231,2023-05-05,fashion,148829
4232,2023-05-05,finance,105964
4233,2023-05-05,food & beverages,25899
4234,2023-05-05,health care and social assistance,8110
4235,2023-05-05,home care & home services,14443
4236,2023-05-05,human resources,23184
4237,2023-05-05,information technology,51732
4238,2023-05-05,insurance,56673
4239,2023-05-05,legal,254742
4240,2023-05-05,manufacturing,94047
4241,2023-05-05,media & social networks,19867
4242,2023-05-05,non-profit organizations,6231
4243,2023-05-05,public administration,43264
4244,2023-05-05,real estate & leasing,7831
4245,2023-05-05,sports & activities,26805
4246,2023-05-05,telecommunications,22895
4247,2023-05-05,transportation,36903
4248,2023-05-05,video & photography,22732
4249,2023-05-05,"warehousing, storage & delivery",9735
4250,2023-05-06,accommodation,22970
4251,2023-05-06,"advertising, marketing & research",2066
4252,2023-05-06,"agriculture, farm animals & forestry",145
4253,2023-05-06,animal care & products for animals,2344
4254,2023-05-06,arts & design,2825
4255,2023-05-06,automotive,5579
4256,2023-05-06,beauty & personal care,10483
4257,2023-05-06,construction,66969
4258,2023-05-06,consulting,13755
4259,2023-05-06,e-commerce & retail trade,1235
4260,2023-05-06,education,100962
4261,2023-05-06,energy,38705
4262,2023-05-06,engineering & architecture,363
4263,2023-05-06,entertainment & recreation,3319
4264,2023-05-06,event organization,17571
4265,2023-05-06,fashion,58304
4266,2023-05-06,finance,46269
4267,2023-05-06,food & beverages,9964
4268,2023-05-06,health care and social assistance,3825
4269,2023-05-06,home care & home services,7428
4270,2023-05-06,human resources,7925
4271,2023-05-06,information technology,21503
4272,2023-05-06,insurance,26313
4273,2023-05-06,legal,114777
4274,2023-05-06,manufacturing,40273
4275,2023-05-06,media & social networks,7868
4276,2023-05-06,non-profit organizations,2298
4277,2023-05-06,public administration,14922
4278,2023-05-06,real estate & leasing,4683
4279,2023-05-06,sports & activities,11274
4280,2023-05-06,telecommunications,8542
4281,2023-05-06,transportation,16539
4282,2023-05-06,video & photography,8968
4283,2023-05-06,"warehousing, storage & delivery",3440
4284,2023-05-07,accommodation,26063
4285,2023-05-07,"advertising, marketing & research",3156
4286,2023-05-07,"agriculture, farm animals & forestry",127
4287,2023-05-07,animal care & products for animals,2397
4288,2023-05-07,arts & design,3585
4289,2023-05-07,automotive,5374
4290,2023-05-07,beauty & personal care,10500
4291,2023-05-07,construction,74660
4292,2023-05-07,consulting,14515
4293,2023-05-07,e-commerce & retail trade,2273
4294,2023-05-07,education,115254
4295,2023-05-07,energy,42755
4296,2023-05-07,engineering & architecture,287
4297,2023-05-07,entertainment & recreation,3523
4298,2023-05-07,event organization,21507
4299,2023-05-07,fashion,60106
4300,2023-05-07,finance,54342
4301,2023-05-07,food & beverages,12582
4302,2023-05-07,health care and social assistance,4367
4303,2023-05-07,home care & home services,7544
4304,2023-05-07,human resources,9851
4305,2023-05-07,information technology,24200
4306,2023-05-07,insurance,27676
4307,2023-05-07,legal,125167
4308,2023-05-07,manufacturing,46576
4309,2023-05-07,media & social networks,8819
4310,2023-05-07,non-profit organizations,2273
4311,2023-05-07,public administration,17455
4312,2023-05-07,real estate & leasing,5437
4313,2023-05-07,sports & activities,13725
4314,2023-05-07,telecommunications,10355
4315,2023-05-07,transportation,20258
4316,2023-05-07,video & photography,9815
4317,2023-05-07,"warehousing, storage & delivery",4650
4318,2023-05-08,accommodation,80774
4319,2023-05-08,"advertising, marketing & research",7727
4320,2023-05-08,"agriculture, farm animals & forestry",1296
4321,2023-05-08,animal care & products for animals,5805
4322,2023-05-08,arts & design,11197
4323,2023-05-08,automotive,16613
4324,2023-05-08,beauty & personal care,25848
4325,2023-05-08,construction,228776
4326,2023-05-08,consulting,42082
4327,2023-05-08,e-commerce & retail trade,4507
4328,2023-05-08,education,321458
4329,2023-05-08,energy,121896
4330,2023-05-08,engineering & architecture,1143
4331,2023-05-08,entertainment & recreation,15438
4332,2023-05-08,event organization,98242
4333,2023-05-08,fashion,195729
4334,2023-05-08,finance,151759
4335,2023-05-08,food & beverages,31609
4336,2023-05-08,health care and social assistance,12796
4337,2023-05-08,home care & home services,21014
4338,2023-05-08,human resources,30597
4339,2023-05-08,information technology,73034
4340,2023-05-08,insurance,77617
4341,2023-05-08,legal,350075
4342,2023-05-08,manufacturing,150695
4343,2023-05-08,media & social networks,25426
4344,2023-05-08,non-profit organizations,8065
4345,2023-05-08,public administration,93020
4346,2023-05-08,real estate & leasing,9384
4347,2023-05-08,sports & activities,53569
4348,2023-05-08,telecommunications,30905
4349,2023-05-08,transportation,47892
4350,2023-05-08,video & photography,30009
4351,2023-05-08,"warehousing, storage & delivery",12086
4352,2023-05-09,accommodation,72676
4353,2023-05-09,"advertising, marketing & research",7700
4354,2023-05-09,"agriculture, farm animals & forestry",917
4355,2023-05-09,animal care & products for animals,4830
4356,2023-05-09,arts & design,10353
4357,2023-05-09,automotive,18526
4358,2023-05-09,beauty & personal care,27439
4359,2023-05-09,construction,225933
4360,2023-05-09,consulting,42355
4361,2023-05-09,e-commerce & retail trade,5570
4362,2023-05-09,education,327038
4363,2023-05-09,energy,113966
4364,2023-05-09,engineering & architecture,1089
4365,2023-05-09,entertainment & recreation,11617
4366,2023-05-09,event organization,72045
4367,2023-05-09,fashion,194055
4368,2023-05-09,finance,142467
4369,2023-05-09,food & beverages,28611
4370,2023-05-09,health care and social assistance,15846
4371,2023-05-09,home care & home services,21046
4372,2023-05-09,human resources,32635
4373,2023-05-09,information technology,74465
4374,2023-05-09,insurance,90954
4375,2023-05-09,legal,350815
4376,2023-05-09,manufacturing,130213
4377,2023-05-09,media & social networks,26397
4378,2023-05-09,non-profit organizations,8295
4379,2023-05-09,public administration,62955
4380,2023-05-09,real estate & leasing,8786
4381,2023-05-09,sports & activities,43330
4382,2023-05-09,telecommunications,32056
4383,2023-05-09,transportation,49452
4384,2023-05-09,video & photography,30600
4385,2023-05-09,"warehousing, storage & delivery",13143
4386,2023-05-10,accommodation,69361
4387,2023-05-10,"advertising, marketing & research",7971
4388,2023-05-10,"agriculture, farm animals & forestry",888
4389,2023-05-10,animal care & products for animals,5872
4390,2023-05-10,arts & design,9618
4391,2023-05-10,automotive,17868
4392,2023-05-10,beauty & personal care,25046
4393,2023-05-10,construction,223761
4394,2023-05-10,consulting,40731
4395,2023-05-10,e-commerce & retail trade,3977
4396,2023-05-10,education,327488
4397,2023-05-10,energy,113397
4398,2023-05-10,engineering & architecture,1218
4399,2023-05-10,entertainment & recreation,10188
4400,2023-05-10,event organization,63274
4401,2023-05-10,fashion,192948
4402,2023-05-10,finance,144655
4403,2023-05-10,food & beverages,36263
4404,2023-05-10,health care and social assistance,14547
4405,2023-05-10,home care & home services,21696
4406,2023-05-10,human resources,29992
4407,2023-05-10,information technology,76208
4408,2023-05-10,insurance,83203
4409,2023-05-10,legal,350856
4410,2023-05-10,manufacturing,131349
4411,2023-05-10,media & social networks,25239
4412,2023-05-10,non-profit organizations,8056
4413,2023-05-10,public administration,58548
4414,2023-05-10,real estate & leasing,9350
4415,2023-05-10,sports & activities,39490
4416,2023-05-10,telecommunications,32189
4417,2023-05-10,transportation,49486
4418,2023-05-10,video & photography,29588
4419,2023-05-10,"warehousing, storage & delivery",11703
4420,2023-05-11,accommodation,68035
4421,2023-05-11,"advertising, marketing & research",7289
4422,2023-05-11,"agriculture, farm animals & forestry",736
4423,2023-05-11,animal care & products for animals,5176
4424,2023-05-11,arts & design,8161
4425,2023-05-11,automotive,15889
4426,2023-05-11,beauty & personal care,25270
4427,2023-05-11,construction,218431
4428,2023-05-11,consulting,43555
4429,2023-05-11,e-commerce & retail trade,4468
4430,2023-05-11,education,317306
4431,2023-05-11,energy,106020
4432,2023-05-11,engineering & architecture,1280
4433,2023-05-11,entertainment & recreation,8876
4434,2023-05-11,event organization,62488
4435,2023-05-11,fashion,182638
4436,2023-05-11,finance,140860
4437,2023-05-11,food & beverages,26450
4438,2023-05-11,health care and social assistance,13278
4439,2023-05-11,home care & home services,20245
4440,2023-05-11,human resources,35959
4441,2023-05-11,information technology,73070
4442,2023-05-11,insurance,78996
4443,2023-05-11,legal,330671
4444,2023-05-11,manufacturing,124528
4445,2023-05-11,media & social networks,26345
4446,2023-05-11,non-profit organizations,7525
4447,2023-05-11,public administration,61810
4448,2023-05-11,real estate & leasing,8624
4449,2023-05-11,sports & activities,36331
4450,2023-05-11,telecommunications,32075
4451,2023-05-11,transportation,47351
4452,2023-05-11,video & photography,28241
4453,2023-05-11,"warehousing, storage & delivery",11613
4454,2023-05-12,accommodation,52822
4455,2023-05-12,"advertising, marketing & research",5789
4456,2023-05-12,"agriculture, farm animals & forestry",744
4457,2023-05-12,animal care & products for animals,3691
4458,2023-05-12,arts & design,5996
4459,2023-05-12,automotive,12863
4460,2023-05-12,beauty & personal care,19964
4461,2023-05-12,construction,166481
4462,2023-05-12,consulting,31638
4463,2023-05-12,e-commerce & retail trade,3384
4464,2023-05-12,education,240014
4465,2023-05-12,energy,80762
4466,2023-05-12,engineering & architecture,920
4467,2023-05-12,entertainment & recreation,7065
4468,2023-05-12,event organization,46014
4469,2023-05-12,fashion,150906
4470,2023-05-12,finance,105354
4471,2023-05-12,food & beverages,20715
4472,2023-05-12,health care and social assistance,9506
4473,2023-05-12,home care & home services,15826
4474,2023-05-12,human resources,21685
4475,2023-05-12,information technology,52560
4476,2023-05-12,insurance,57872
4477,2023-05-12,legal,260097
4478,2023-05-12,manufacturing,96559
4479,2023-05-12,media & social networks,18782
4480,2023-05-12,non-profit organizations,5916
4481,2023-05-12,public administration,44018
4482,2023-05-12,real estate & leasing,6866
4483,2023-05-12,sports & activities,26982
4484,2023-05-12,telecommunications,23142
4485,2023-05-12,transportation,34943
4486,2023-05-12,video & photography,26048
4487,2023-05-12,"warehousing, storage & delivery",8946
4488,2023-05-13,accommodation,22960
4489,2023-05-13,"advertising, marketing & research",2004
4490,2023-05-13,"agriculture, farm animals & forestry",204
4491,2023-05-13,animal care & products for animals,2195
4492,2023-05-13,arts & design,2499
4493,2023-05-13,automotive,4129
4494,2023-05-13,beauty & personal care,8648
4495,2023-05-13,construction,62596
4496,2023-05-13,consulting,11369
4497,2023-05-13,e-commerce & retail trade,1727
4498,2023-05-13,education,96502
4499,2023-05-13,energy,35722
4500,2023-05-13,engineering & architecture,384
4501,2023-05-13,entertainment & recreation,2579
4502,2023-05-13,event organization,17967
4503,2023-05-13,fashion,54612
4504,2023-05-13,finance,44363
4505,2023-05-13,food & beverages,7854
4506,2023-05-13,health care and social assistance,3444
4507,2023-05-13,home care & home services,6134
4508,2023-05-13,human resources,8049
4509,2023-05-13,information technology,21347
4510,2023-05-13,insurance,25208
4511,2023-05-13,legal,107954
4512,2023-05-13,manufacturing,38464
4513,2023-05-13,media & social networks,8905
4514,2023-05-13,non-profit organizations,2296
4515,2023-05-13,public administration,14220
4516,2023-05-13,real estate & leasing,3870
4517,2023-05-13,sports & activities,10749
4518,2023-05-13,telecommunications,8012
4519,2023-05-13,transportation,19065
4520,2023-05-13,video & photography,10217
4521,2023-05-13,"warehousing, storage & delivery",4357
4522,2023-05-14,accommodation,25337
4523,2023-05-14,"advertising, marketing & research",2096
4524,2023-05-14,"agriculture, farm animals & forestry",1011
4525,2023-05-14,animal care & products for animals,4342
4526,2023-05-14,arts & design,2695
4527,2023-05-14,automotive,5088
4528,2023-05-14,beauty & personal care,10695
4529,2023-05-14,construction,71344
4530,2023-05-14,consulting,13052
4531,2023-05-14,e-commerce & retail trade,1563
4532,2023-05-14,education,114552
4533,2023-05-14,energy,39114
4534,2023-05-14,engineering & architecture,350
4535,2023-05-14,entertainment & recreation,3446
4536,2023-05-14,event organization,18532
4537,2023-05-14,fashion,61616
4538,2023-05-14,finance,46590
4539,2023-05-14,food & beverages,13594
4540,2023-05-14,health care and social assistance,6043
4541,2023-05-14,home care & home services,8592
4542,2023-05-14,human resources,8355
4543,2023-05-14,information technology,23187
4544,2023-05-14,insurance,26537
4545,2023-05-14,legal,115676
4546,2023-05-14,manufacturing,41533
4547,2023-05-14,media & social networks,8801
4548,2023-05-14,non-profit organizations,2128
4549,2023-05-14,public administration,15540
4550,2023-05-14,real estate & leasing,3875
4551,2023-05-14,sports & activities,12819
4552,2023-05-14,telecommunications,8920
4553,2023-05-14,transportation,20497
4554,2023-05-14,video & photography,9039
4555,2023-05-14,"warehousing, storage & delivery",6019
4556,2023-05-15,accommodation,70770
4557,2023-05-15,"advertising, marketing & research",7905
4558,2023-05-15,"agriculture, farm animals & forestry",934
4559,2023-05-15,animal care & products for animals,6227
4560,2023-05-15,arts & design,9279
4561,2023-05-15,automotive,16895
4562,2023-05-15,beauty & personal care,27373
4563,2023-05-15,construction,228064
4564,2023-05-15,consulting,44441
4565,2023-05-15,e-commerce & retail trade,4517
4566,2023-05-15,education,334403
4567,2023-05-15,energy,113438
4568,2023-05-15,engineering & architecture,1290
4569,2023-05-15,entertainment & recreation,10152
4570,2023-05-15,event organization,67286
4571,2023-05-15,fashion,192157
4572,2023-05-15,finance,149641
4573,2023-05-15,food & beverages,30091
4574,2023-05-15,health care and social assistance,12585
4575,2023-05-15,home care & home services,20637
4576,2023-05-15,human resources,33734
4577,2023-05-15,information technology,76323
4578,2023-05-15,insurance,85013
4579,2023-05-15,legal,351697
4580,2023-05-15,manufacturing,129076
4581,2023-05-15,media & social networks,26570
4582,2023-05-15,non-profit organizations,8163
4583,2023-05-15,public administration,58827
4584,2023-05-15,real estate & leasing,10094
4585,2023-05-15,sports & activities,39910
