,date,cluster,keyword_sum
5037,2023-05-29,automotive,11935
5038,2023-05-29,beauty & personal care,17507
5039,2023-05-29,construction,149075
5040,2023-05-29,consulting,26908
5041,2023-05-29,e-commerce & retail trade,3020
5042,2023-05-29,education,204498
5043,2023-05-29,energy,75140
5044,2023-05-29,engineering & architecture,725
5045,2023-05-29,entertainment & recreation,5354
5046,2023-05-29,event organization,36914
5047,2023-05-29,fashion,141090
5048,2023-05-29,finance,92070
5049,2023-05-29,food & beverages,21180
5050,2023-05-29,health care and social assistance,7432
5051,2023-05-29,home care & home services,12342
5052,2023-05-29,human resources,20439
5053,2023-05-29,information technology,50386
5054,2023-05-29,insurance,48491
5055,2023-05-29,legal,216211
5056,2023-05-29,manufacturing,90128
5057,2023-05-29,media & social networks,15993
5058,2023-05-29,non-profit organizations,4605
5059,2023-05-29,public administration,39569
5060,2023-05-29,real estate & leasing,7975
5061,2023-05-29,sports & activities,20792
5062,2023-05-29,telecommunications,23619
5063,2023-05-29,transportation,33161
5064,2023-05-29,video & photography,18822
5065,2023-05-29,"warehousing, storage & delivery",8935
5066,2023-05-30,accommodation,78225
5067,2023-05-30,"advertising, marketing & research",7375
5068,2023-05-30,"agriculture, farm animals & forestry",1394
5069,2023-05-30,animal care & products for animals,6684
5070,2023-05-30,arts & design,10007
5071,2023-05-30,automotive,19151
5072,2023-05-30,beauty & personal care,32082
5073,2023-05-30,construction,237378
5074,2023-05-30,consulting,44466
5075,2023-05-30,e-commerce & retail trade,5125
5076,2023-05-30,education,350710
5077,2023-05-30,energy,126269
5078,2023-05-30,engineering & architecture,924
5079,2023-05-30,entertainment & recreation,12816
5080,2023-05-30,event organization,64874
5081,2023-05-30,fashion,214771
5082,2023-05-30,finance,152701
5083,2023-05-30,food & beverages,37118
5084,2023-05-30,health care and social assistance,16323
5085,2023-05-30,home care & home services,21615
5086,2023-05-30,human resources,35215
5087,2023-05-30,information technology,77643
5088,2023-05-30,insurance,87613
5089,2023-05-30,legal,361629
5090,2023-05-30,manufacturing,132997
5091,2023-05-30,media & social networks,26617
5092,2023-05-30,non-profit organizations,7960
5093,2023-05-30,public administration,60908
5094,2023-05-30,real estate & leasing,9474
5095,2023-05-30,sports & activities,41020
5096,2023-05-30,telecommunications,32732
5097,2023-05-30,transportation,50016
5098,2023-05-30,video & photography,32979
5099,2023-05-30,"warehousing, storage & delivery",13393
5100,2023-05-31,accommodation,71028
5101,2023-05-31,"advertising, marketing & research",7775
5102,2023-05-31,"agriculture, farm animals & forestry",1153
5103,2023-05-31,animal care & products for animals,5314
5104,2023-05-31,arts & design,9194
5105,2023-05-31,automotive,21863
5106,2023-05-31,beauty & personal care,26013
5107,2023-05-31,construction,229455
5108,2023-05-31,consulting,41877
5109,2023-05-31,e-commerce & retail trade,4869
5110,2023-05-31,education,327624
5111,2023-05-31,energy,111351
5112,2023-05-31,engineering & architecture,1338
5113,2023-05-31,entertainment & recreation,10640
5114,2023-05-31,event organization,65557
5115,2023-05-31,fashion,211403
5116,2023-05-31,finance,143126
5117,2023-05-31,food & beverages,29321
5118,2023-05-31,health care and social assistance,13237
5119,2023-05-31,home care & home services,20211
5120,2023-05-31,human resources,31568
5121,2023-05-31,information technology,79565
5122,2023-05-31,insurance,82123
5123,2023-05-31,legal,349406
5124,2023-05-31,manufacturing,132775
5125,2023-05-31,media & social networks,25659
5126,2023-05-31,non-profit organizations,8110
5127,2023-05-31,public administration,59866
5128,2023-05-31,real estate & leasing,9942
5129,2023-05-31,sports & activities,39963
5130,2023-05-31,telecommunications,31478
5131,2023-05-31,transportation,48264
5132,2023-05-31,video & photography,29703
5133,2023-05-31,"warehousing, storage & delivery",11111
5134,2023-06-01,accommodation,70288
5135,2023-06-01,"advertising, marketing & research",6847
5136,2023-06-01,"agriculture, farm animals & forestry",1135
5137,2023-06-01,animal care & products for animals,5428
5138,2023-06-01,arts & design,9634
5139,2023-06-01,automotive,16898
5140,2023-06-01,beauty & personal care,25391
5141,2023-06-01,construction,227227
5142,2023-06-01,consulting,42076
5143,2023-06-01,e-commerce & retail trade,4355
5144,2023-06-01,education,322837
5145,2023-06-01,energy,109634
5146,2023-06-01,engineering & architecture,1049
5147,2023-06-01,entertainment & recreation,9895
5148,2023-06-01,event organization,61894
5149,2023-06-01,fashion,187350
5150,2023-06-01,finance,139424
5151,2023-06-01,food & beverages,24753
5152,2023-06-01,health care and social assistance,14761
5153,2023-06-01,home care & home services,21248
5154,2023-06-01,human resources,35482
5155,2023-06-01,information technology,73739
5156,2023-06-01,insurance,84811
5157,2023-06-01,legal,349967
5158,2023-06-01,manufacturing,129337
5159,2023-06-01,media & social networks,25802
5160,2023-06-01,non-profit organizations,8506
5161,2023-06-01,public administration,56779
5162,2023-06-01,real estate & leasing,10341
5163,2023-06-01,sports & activities,38360
5164,2023-06-01,telecommunications,29962
5165,2023-06-01,transportation,46654
5166,2023-06-01,video & photography,29539
5167,2023-06-01,"warehousing, storage & delivery",12434
5168,2023-06-02,accommodation,51202
5169,2023-06-02,"advertising, marketing & research",4776
5170,2023-06-02,"agriculture, farm animals & forestry",635
5171,2023-06-02,animal care & products for animals,3671
5172,2023-06-02,arts & design,6106
5173,2023-06-02,automotive,13453
5174,2023-06-02,beauty & personal care,18372
5175,2023-06-02,construction,160073
5176,2023-06-02,consulting,28120
5177,2023-06-02,e-commerce & retail trade,3188
5178,2023-06-02,education,233581
5179,2023-06-02,energy,78233
5180,2023-06-02,engineering & architecture,555
5181,2023-06-02,entertainment & recreation,7289
5182,2023-06-02,event organization,41653
5183,2023-06-02,fashion,143396
5184,2023-06-02,finance,106731
5185,2023-06-02,food & beverages,17438
5186,2023-06-02,health care and social assistance,8765
5187,2023-06-02,home care & home services,14646
5188,2023-06-02,human resources,22987
5189,2023-06-02,information technology,51724
5190,2023-06-02,insurance,58460
5191,2023-06-02,legal,255561
5192,2023-06-02,manufacturing,93557
5193,2023-06-02,media & social networks,18866
5194,2023-06-02,non-profit organizations,5223
5195,2023-06-02,public administration,43077
5196,2023-06-02,real estate & leasing,8038
5197,2023-06-02,sports & activities,27562
5198,2023-06-02,telecommunications,23856
5199,2023-06-02,transportation,37204
5200,2023-06-02,video & photography,21898
5201,2023-06-02,"warehousing, storage & delivery",8516
5202,2023-06-03,accommodation,23966
5203,2023-06-03,"advertising, marketing & research",2333
5204,2023-06-03,"agriculture, farm animals & forestry",207
5205,2023-06-03,animal care & products for animals,3291
5206,2023-06-03,arts & design,2434
5207,2023-06-03,automotive,4845
5208,2023-06-03,beauty & personal care,8104
5209,2023-06-03,construction,69216
5210,2023-06-03,consulting,12873
5211,2023-06-03,e-commerce & retail trade,1620
5212,2023-06-03,education,101720
5213,2023-06-03,energy,38851
5214,2023-06-03,engineering & architecture,307
5215,2023-06-03,entertainment & recreation,3847
5216,2023-06-03,event organization,19295
5217,2023-06-03,fashion,58724
5218,2023-06-03,finance,48507
5219,2023-06-03,food & beverages,17360
5220,2023-06-03,health care and social assistance,4091
5221,2023-06-03,home care & home services,7843
5222,2023-06-03,human resources,8934
5223,2023-06-03,information technology,23457
5224,2023-06-03,insurance,28049
5225,2023-06-03,legal,119316
5226,2023-06-03,manufacturing,42930
5227,2023-06-03,media & social networks,8626
5228,2023-06-03,non-profit organizations,2067
5229,2023-06-03,public administration,15698
5230,2023-06-03,real estate & leasing,5111
5231,2023-06-03,sports & activities,11751
5232,2023-06-03,telecommunications,8962
5233,2023-06-03,transportation,19373
5234,2023-06-03,video & photography,8932
5235,2023-06-03,"warehousing, storage & delivery",3618
5236,2023-06-04,accommodation,28369
5237,2023-06-04,"advertising, marketing & research",2764
5238,2023-06-04,"agriculture, farm animals & forestry",801
5239,2023-06-04,animal care & products for animals,1856
5240,2023-06-04,arts & design,3236
5241,2023-06-04,automotive,5743
5242,2023-06-04,beauty & personal care,9773
5243,2023-06-04,construction,88251
5244,2023-06-04,consulting,19020
5245,2023-06-04,e-commerce & retail trade,2197
5246,2023-06-04,education,135549
5247,2023-06-04,energy,47559
5248,2023-06-04,engineering & architecture,391
5249,2023-06-04,entertainment & recreation,3619
5250,2023-06-04,event organization,24217
5251,2023-06-04,fashion,68417
5252,2023-06-04,finance,70631
5253,2023-06-04,food & beverages,10286
5254,2023-06-04,health care and social assistance,4783
5255,2023-06-04,home care & home services,9243
5256,2023-06-04,human resources,11164
5257,2023-06-04,information technology,32110
5258,2023-06-04,insurance,31692
5259,2023-06-04,legal,143526
5260,2023-06-04,manufacturing,52474
5261,2023-06-04,media & social networks,11049
5262,2023-06-04,non-profit organizations,2529
5263,2023-06-04,public administration,18868
5264,2023-06-04,real estate & leasing,6392
5265,2023-06-04,sports & activities,16534
5266,2023-06-04,telecommunications,12002
5267,2023-06-04,transportation,22373
5268,2023-06-04,video & photography,11187
5269,2023-06-04,"warehousing, storage & delivery",5131
5270,2023-06-05,accommodation,69279
5271,2023-06-05,"advertising, marketing & research",6800
5272,2023-06-05,"agriculture, farm animals & forestry",966
5273,2023-06-05,animal care & products for animals,5221
5274,2023-06-05,arts & design,7739
5275,2023-06-05,automotive,19185
5276,2023-06-05,beauty & personal care,25748
5277,2023-06-05,construction,219647
5278,2023-06-05,consulting,37834
5279,2023-06-05,e-commerce & retail trade,3701
5280,2023-06-05,education,308971
5281,2023-06-05,energy,109275
5282,2023-06-05,engineering & architecture,690
5283,2023-06-05,entertainment & recreation,9141
5284,2023-06-05,event organization,59066
5285,2023-06-05,fashion,188019
5286,2023-06-05,finance,136566
5287,2023-06-05,food & beverages,30041
5288,2023-06-05,health care and social assistance,14558
5289,2023-06-05,home care & home services,20826
5290,2023-06-05,human resources,33878
5291,2023-06-05,information technology,71349
5292,2023-06-05,insurance,83590
5293,2023-06-05,legal,337478
5294,2023-06-05,manufacturing,125851
5295,2023-06-05,media & social networks,24421
5296,2023-06-05,non-profit organizations,7345
5297,2023-06-05,public administration,60462
5298,2023-06-05,real estate & leasing,9405
5299,2023-06-05,sports & activities,38648
5300,2023-06-05,telecommunications,29986
5301,2023-06-05,transportation,44597
5302,2023-06-05,video & photography,29246
5303,2023-06-05,"warehousing, storage & delivery",10020
5304,2023-06-06,accommodation,77209
5305,2023-06-06,"advertising, marketing & research",7705
5306,2023-06-06,"agriculture, farm animals & forestry",969
5307,2023-06-06,animal care & products for animals,5617
5308,2023-06-06,arts & design,10533
5309,2023-06-06,automotive,19004
5310,2023-06-06,beauty & personal care,28410
5311,2023-06-06,construction,229892
5312,2023-06-06,consulting,41063
5313,2023-06-06,e-commerce & retail trade,3961
5314,2023-06-06,education,336977
5315,2023-06-06,energy,115595
5316,2023-06-06,engineering & architecture,1256
5317,2023-06-06,entertainment & recreation,9515
5318,2023-06-06,event organization,65569
5319,2023-06-06,fashion,203771
5320,2023-06-06,finance,151521
5321,2023-06-06,food & beverages,28865
5322,2023-06-06,health care and social assistance,15080
5323,2023-06-06,home care & home services,21489
5324,2023-06-06,human resources,35140
5325,2023-06-06,information technology,77862
5326,2023-06-06,insurance,85413
5327,2023-06-06,legal,362145
5328,2023-06-06,manufacturing,131405
5329,2023-06-06,media & social networks,26727
5330,2023-06-06,non-profit organizations,8039
5331,2023-06-06,public administration,65235
5332,2023-06-06,real estate & leasing,10555
5333,2023-06-06,sports & activities,36740
5334,2023-06-06,telecommunications,32074
5335,2023-06-06,transportation,51873
5336,2023-06-06,video & photography,31818
5337,2023-06-06,"warehousing, storage & delivery",12332
5338,2023-06-07,accommodation,65871
5339,2023-06-07,"advertising, marketing & research",6864
5340,2023-06-07,"agriculture, farm animals & forestry",748
5341,2023-06-07,animal care & products for animals,5337
5342,2023-06-07,arts & design,8927
5343,2023-06-07,automotive,15159
5344,2023-06-07,beauty & personal care,23258
5345,2023-06-07,construction,200392
5346,2023-06-07,consulting,39253
5347,2023-06-07,e-commerce & retail trade,3460
5348,2023-06-07,education,297971
5349,2023-06-07,energy,102755
5350,2023-06-07,engineering & architecture,730
5351,2023-06-07,entertainment & recreation,9535
5352,2023-06-07,event organization,56593
5353,2023-06-07,fashion,158022
5354,2023-06-07,finance,131070
5355,2023-06-07,food & beverages,33683
5356,2023-06-07,health care and social assistance,14938
5357,2023-06-07,home care & home services,18886
5358,2023-06-07,human resources,29642
5359,2023-06-07,information technology,70105
5360,2023-06-07,insurance,81737
5361,2023-06-07,legal,317300
5362,2023-06-07,manufacturing,116803
5363,2023-06-07,media & social networks,23974
5364,2023-06-07,non-profit organizations,7774
5365,2023-06-07,public administration,50211
5366,2023-06-07,real estate & leasing,9571
5367,2023-06-07,sports & activities,35017
5368,2023-06-07,telecommunications,27269
5369,2023-06-07,transportation,42068
5370,2023-06-07,video & photography,29114
5371,2023-06-07,"warehousing, storage & delivery",9632
5372,2023-06-08,accommodation,64510
5373,2023-06-08,"advertising, marketing & research",6574
5374,2023-06-08,"agriculture, farm animals & forestry",659
5375,2023-06-08,animal care & products for animals,4855
5376,2023-06-08,arts & design,7773
5377,2023-06-08,automotive,15859
5378,2023-06-08,beauty & personal care,23438
5379,2023-06-08,construction,207054
5380,2023-06-08,consulting,40606
5381,2023-06-08,e-commerce & retail trade,3523
5382,2023-06-08,education,300815
5383,2023-06-08,energy,101573
5384,2023-06-08,engineering & architecture,805
5385,2023-06-08,entertainment & recreation,9028
5386,2023-06-08,event organization,61150
5387,2023-06-08,fashion,157066
5388,2023-06-08,finance,138683
5389,2023-06-08,food & beverages,25608
5390,2023-06-08,health care and social assistance,12772
5391,2023-06-08,home care & home services,19526
5392,2023-06-08,human resources,33676
5393,2023-06-08,information technology,69400
5394,2023-06-08,insurance,79371
5395,2023-06-08,legal,328779
5396,2023-06-08,manufacturing,118712
5397,2023-06-08,media & social networks,22152
5398,2023-06-08,non-profit organizations,7286
5399,2023-06-08,public administration,51718
5400,2023-06-08,real estate & leasing,9868
5401,2023-06-08,sports & activities,34900
5402,2023-06-08,telecommunications,26913
5403,2023-06-08,transportation,44131
5404,2023-06-08,video & photography,28983
5405,2023-06-08,"warehousing, storage & delivery",10008
5406,2023-06-09,accommodation,53122
5407,2023-06-09,"advertising, marketing & research",6283
5408,2023-06-09,"agriculture, farm animals & forestry",221
5409,2023-06-09,animal care & products for animals,3287
5410,2023-06-09,arts & design,5695
5411,2023-06-09,automotive,14008
5412,2023-06-09,beauty & personal care,18643
5413,2023-06-09,construction,163159
5414,2023-06-09,consulting,28490
5415,2023-06-09,e-commerce & retail trade,3758
5416,2023-06-09,education,244527
5417,2023-06-09,energy,81492
5418,2023-06-09,engineering & architecture,701
5419,2023-06-09,entertainment & recreation,6442
5420,2023-06-09,event organization,43617
5421,2023-06-09,fashion,143337
5422,2023-06-09,finance,103115
5423,2023-06-09,food & beverages,19388
5424,2023-06-09,health care and social assistance,9521
5425,2023-06-09,home care & home services,15235
5426,2023-06-09,human resources,26040
5427,2023-06-09,information technology,56380
5428,2023-06-09,insurance,57360
5429,2023-06-09,legal,251257
5430,2023-06-09,manufacturing,96453
5431,2023-06-09,media & social networks,18597
5432,2023-06-09,non-profit organizations,5983
5433,2023-06-09,public administration,41684
5434,2023-06-09,real estate & leasing,8296
5435,2023-06-09,sports & activities,25812
5436,2023-06-09,telecommunications,23829
5437,2023-06-09,transportation,35054
5438,2023-06-09,video & photography,22699
5439,2023-06-09,"warehousing, storage & delivery",9563
5440,2023-06-10,accommodation,21207
5441,2023-06-10,"advertising, marketing & research",1892
5442,2023-06-10,"agriculture, farm animals & forestry",89
5443,2023-06-10,animal care & products for animals,2468
5444,2023-06-10,arts & design,2551
5445,2023-06-10,automotive,4757
5446,2023-06-10,beauty & personal care,7924
5447,2023-06-10,construction,59964
5448,2023-06-10,consulting,12100
5449,2023-06-10,e-commerce & retail trade,1035
5450,2023-06-10,education,95601
5451,2023-06-10,energy,34315
5452,2023-06-10,engineering & architecture,248
5453,2023-06-10,entertainment & recreation,3210
5454,2023-06-10,event organization,18546
5455,2023-06-10,fashion,51343
5456,2023-06-10,finance,44943
5457,2023-06-10,food & beverages,7356
5458,2023-06-10,health care and social assistance,5612
5459,2023-06-10,home care & home services,5308
5460,2023-06-10,human resources,8258
5461,2023-06-10,information technology,21472
5462,2023-06-10,insurance,24876
5463,2023-06-10,legal,107083
5464,2023-06-10,manufacturing,39045
5465,2023-06-10,media & social networks,8597
5466,2023-06-10,non-profit organizations,2437
5467,2023-06-10,public administration,14379
5468,2023-06-10,real estate & leasing,4764
5469,2023-06-10,sports & activities,11108
5470,2023-06-10,telecommunications,8457
5471,2023-06-10,transportation,14994
5472,2023-06-10,video & photography,10462
5473,2023-06-10,"warehousing, storage & delivery",3182
5474,2023-06-11,accommodation,29121
5475,2023-06-11,"advertising, marketing & research",2439
5476,2023-06-11,"agriculture, farm animals & forestry",508
5477,2023-06-11,animal care & products for animals,2619
5478,2023-06-11,arts & design,2807
5479,2023-06-11,automotive,5594
5480,2023-06-11,beauty & personal care,9597
5481,2023-06-11,construction,74826
5482,2023-06-11,consulting,13781
5483,2023-06-11,e-commerce & retail trade,2011
5484,2023-06-11,education,115491
5485,2023-06-11,energy,38819
5486,2023-06-11,engineering & architecture,408
5487,2023-06-11,entertainment & recreation,3476
5488,2023-06-11,event organization,23139
5489,2023-06-11,fashion,63640
5490,2023-06-11,finance,54765
5491,2023-06-11,food & beverages,10122
5492,2023-06-11,health care and social assistance,5555
5493,2023-06-11,home care & home services,7646
5494,2023-06-11,human resources,9632
5495,2023-06-11,information technology,28179
5496,2023-06-11,insurance,30803
5497,2023-06-11,legal,127584
5498,2023-06-11,manufacturing,45285
5499,2023-06-11,media & social networks,9378
5500,2023-06-11,non-profit organizations,2938
5501,2023-06-11,public administration,18347
5502,2023-06-11,real estate & leasing,6799
5503,2023-06-11,sports & activities,15207
5504,2023-06-11,telecommunications,9351
5505,2023-06-11,transportation,21030
5506,2023-06-11,video & photography,14132
5507,2023-06-11,"warehousing, storage & delivery",4986
5508,2023-06-12,accommodation,70451
5509,2023-06-12,"advertising, marketing & research",7679
5510,2023-06-12,"agriculture, farm animals & forestry",1104
5511,2023-06-12,animal care & products for animals,5247
5512,2023-06-12,arts & design,8970
5513,2023-06-12,automotive,24942
5514,2023-06-12,beauty & personal care,27035
5515,2023-06-12,construction,233424
5516,2023-06-12,consulting,43363
5517,2023-06-12,e-commerce & retail trade,4131
5518,2023-06-12,education,336788
5519,2023-06-12,energy,111293
5520,2023-06-12,engineering & architecture,1001
5521,2023-06-12,entertainment & recreation,9536
5522,2023-06-12,event organization,62521
5523,2023-06-12,fashion,208736
5524,2023-06-12,finance,144862
5525,2023-06-12,food & beverages,29892
5526,2023-06-12,health care and social assistance,16538
5527,2023-06-12,home care & home services,21183
5528,2023-06-12,human resources,35904
5529,2023-06-12,information technology,81088
5530,2023-06-12,insurance,81801
5531,2023-06-12,legal,339088
5532,2023-06-12,manufacturing,129724
5533,2023-06-12,media & social networks,26075
5534,2023-06-12,non-profit organizations,8876
5535,2023-06-12,public administration,61336
5536,2023-06-12,real estate & leasing,9905
5537,2023-06-12,sports & activities,38955
5538,2023-06-12,telecommunications,32035
5539,2023-06-12,transportation,43774
5540,2023-06-12,video & photography,30063
5541,2023-06-12,"warehousing, storage & delivery",11631
5542,2023-06-13,accommodation,74721
5543,2023-06-13,"advertising, marketing & research",7829
5544,2023-06-13,"agriculture, farm animals & forestry",781
5545,2023-06-13,animal care & products for animals,5901
5546,2023-06-13,arts & design,9975
5547,2023-06-13,automotive,18383
5548,2023-06-13,beauty & personal care,28586
5549,2023-06-13,construction,224153
5550,2023-06-13,consulting,44495
5551,2023-06-13,e-commerce & retail trade,5074
5552,2023-06-13,education,325855
5553,2023-06-13,energy,110784
5554,2023-06-13,engineering & architecture,1128
5555,2023-06-13,entertainment & recreation,9475
5556,2023-06-13,event organization,61533
5557,2023-06-13,fashion,199359
5558,2023-06-13,finance,148548
5559,2023-06-13,food & beverages,25342
5560,2023-06-13,health care and social assistance,13055
5561,2023-06-13,home care & home services,20913
5562,2023-06-13,human resources,34237
5563,2023-06-13,information technology,80027
5564,2023-06-13,insurance,80366
5565,2023-06-13,legal,345394
5566,2023-06-13,manufacturing,133555
5567,2023-06-13,media & social networks,26532
5568,2023-06-13,non-profit organizations,8494
5569,2023-06-13,public administration,61999
5570,2023-06-13,real estate & leasing,10103
5571,2023-06-13,sports & activities,38261
5572,2023-06-13,telecommunications,32829
5573,2023-06-13,transportation,49576
5574,2023-06-13,video & photography,28808
5575,2023-06-13,"warehousing, storage & delivery",13753
5576,2023-06-14,accommodation,69118
5577,2023-06-14,"advertising, marketing & research",7020
5578,2023-06-14,"agriculture, farm animals & forestry",841
5579,2023-06-14,animal care & products for animals,6324
5580,2023-06-14,arts & design,9279
5581,2023-06-14,automotive,18015
5582,2023-06-14,beauty & personal care,25870
5583,2023-06-14,construction,221179
5584,2023-06-14,consulting,39053
5585,2023-06-14,e-commerce & retail trade,4663
5586,2023-06-14,education,316464
5587,2023-06-14,energy,108952
5588,2023-06-14,engineering & architecture,1060
5589,2023-06-14,entertainment & recreation,9897
5590,2023-06-14,event organization,62119
5591,2023-06-14,fashion,190906
5592,2023-06-14,finance,141828
5593,2023-06-14,food & beverages,23627
5594,2023-06-14,health care and social assistance,14806
5595,2023-06-14,home care & home services,21371
5596,2023-06-14,human resources,31728
5597,2023-06-14,information technology,74480
5598,2023-06-14,insurance,82753
5599,2023-06-14,legal,340195
5600,2023-06-14,manufacturing,121844
5601,2023-06-14,media & social networks,24503
5602,2023-06-14,non-profit organizations,8333
5603,2023-06-14,public administration,57016
5604,2023-06-14,real estate & leasing,11192
5605,2023-06-14,sports & activities,39434
5606,2023-06-14,telecommunications,28951
5607,2023-06-14,transportation,46525
5608,2023-06-14,video & photography,27546
5609,2023-06-14,"warehousing, storage & delivery",11397
5610,2023-06-15,accommodation,65668
5611,2023-06-15,"advertising, marketing & research",7060
5612,2023-06-15,"agriculture, farm animals & forestry",354
5613,2023-06-15,animal care & products for animals,6201
5614,2023-06-15,arts & design,10753
5615,2023-06-15,automotive,16973
5616,2023-06-15,beauty & personal care,23709
5617,2023-06-15,construction,204234
5618,2023-06-15,consulting,37961
5619,2023-06-15,e-commerce & retail trade,4137
5620,2023-06-15,education,292225
5621,2023-06-15,energy,100593
5622,2023-06-15,engineering & architecture,757
5623,2023-06-15,entertainment & recreation,9229
5624,2023-06-15,event organization,59812
5625,2023-06-15,fashion,174227
5626,2023-06-15,finance,134319
5627,2023-06-15,food & beverages,26177
5628,2023-06-15,health care and social assistance,11916
5629,2023-06-15,home care & home services,20317
5630,2023-06-15,human resources,30783
5631,2023-06-15,information technology,73953
5632,2023-06-15,insurance,72436
5633,2023-06-15,legal,316958
5634,2023-06-15,manufacturing,116393
5635,2023-06-15,media & social networks,23852
5636,2023-06-15,non-profit organizations,7768
5637,2023-06-15,public administration,56750
5638,2023-06-15,real estate & leasing,9996
5639,2023-06-15,sports & activities,33543
5640,2023-06-15,telecommunications,29445
5641,2023-06-15,transportation,43069
5642,2023-06-15,video & photography,29543
5643,2023-06-15,"warehousing, storage & delivery",11169
5644,2023-06-16,accommodation,52109
5645,2023-06-16,"advertising, marketing & research",5134
5646,2023-06-16,"agriculture, farm animals & forestry",488
5647,2023-06-16,animal care & products for animals,3974
5648,2023-06-16,arts & design,6734
5649,2023-06-16,automotive,13994
5650,2023-06-16,beauty & personal care,19785
5651,2023-06-16,construction,165091
5652,2023-06-16,consulting,29320
5653,2023-06-16,e-commerce & retail trade,2509
5654,2023-06-16,education,241730
5655,2023-06-16,energy,82333
5656,2023-06-16,engineering & architecture,763
5657,2023-06-16,entertainment & recreation,6790
5658,2023-06-16,event organization,44482
5659,2023-06-16,fashion,145893
5660,2023-06-16,finance,106266
5661,2023-06-16,food & beverages,18294
5662,2023-06-16,health care and social assistance,10350
5663,2023-06-16,home care & home services,15279
5664,2023-06-16,human resources,21784
5665,2023-06-16,information technology,56622
5666,2023-06-16,insurance,61174
5667,2023-06-16,legal,258124
5668,2023-06-16,manufacturing,93662
5669,2023-06-16,media & social networks,19772
5670,2023-06-16,non-profit organizations,5695
5671,2023-06-16,public administration,41675
5672,2023-06-16,real estate & leasing,7707
5673,2023-06-16,sports & activities,27161
5674,2023-06-16,telecommunications,24028
5675,2023-06-16,transportation,36089
5676,2023-06-16,video & photography,20616
5677,2023-06-16,"warehousing, storage & delivery",6724
5678,2023-06-17,accommodation,21441
5679,2023-06-17,"advertising, marketing & research",1602
5680,2023-06-17,"agriculture, farm animals & forestry",93
5681,2023-06-17,animal care & products for animals,2593
5682,2023-06-17,arts & design,1969
5683,2023-06-17,automotive,4840
5684,2023-06-17,beauty & personal care,7696
5685,2023-06-17,construction,62145
5686,2023-06-17,consulting,12698
5687,2023-06-17,e-commerce & retail trade,1266
5688,2023-06-17,education,95870
5689,2023-06-17,energy,35721
5690,2023-06-17,engineering & architecture,371
5691,2023-06-17,entertainment & recreation,2309
5692,2023-06-17,event organization,16205
5693,2023-06-17,fashion,52884
5694,2023-06-17,finance,44592
5695,2023-06-17,food & beverages,8602
5696,2023-06-17,health care and social assistance,3730
5697,2023-06-17,home care & home services,6476
5698,2023-06-17,human resources,7716
5699,2023-06-17,information technology,22030
5700,2023-06-17,insurance,23438
5701,2023-06-17,legal,106579
5702,2023-06-17,manufacturing,37184
5703,2023-06-17,media & social networks,7304
5704,2023-06-17,non-profit organizations,1886
5705,2023-06-17,public administration,12282
5706,2023-06-17,real estate & leasing,4721
5707,2023-06-17,sports & activities,10312
5708,2023-06-17,telecommunications,7854
5709,2023-06-17,transportation,16744
5710,2023-06-17,video & photography,8404
5711,2023-06-17,"warehousing, storage & delivery",4986
5712,2023-06-18,accommodation,24668
5713,2023-06-18,"advertising, marketing & research",1828
5714,2023-06-18,"agriculture, farm animals & forestry",575
5715,2023-06-18,animal care & products for animals,2839
5716,2023-06-18,arts & design,2266
5717,2023-06-18,automotive,5109
5718,2023-06-18,beauty & personal care,8648
5719,2023-06-18,construction,75776
5720,2023-06-18,consulting,13469
5721,2023-06-18,e-commerce & retail trade,1273
5722,2023-06-18,education,108655
5723,2023-06-18,energy,41014
5724,2023-06-18,engineering & architecture,245
5725,2023-06-18,entertainment & recreation,3214
5726,2023-06-18,event organization,18907
5727,2023-06-18,fashion,60928
5728,2023-06-18,finance,50045
5729,2023-06-18,food & beverages,17336
5730,2023-06-18,health care and social assistance,4439
5731,2023-06-18,home care & home services,6527
5732,2023-06-18,human resources,11564
5733,2023-06-18,information technology,25615
5734,2023-06-18,insurance,27996
5735,2023-06-18,legal,121595
5736,2023-06-18,manufacturing,42708
5737,2023-06-18,media & social networks,9386
5738,2023-06-18,non-profit organizations,2242
5739,2023-06-18,public administration,15689
5740,2023-06-18,real estate & leasing,4368
5741,2023-06-18,sports & activities,13121
5742,2023-06-18,telecommunications,9370
5743,2023-06-18,transportation,16682
5744,2023-06-18,video & photography,10509
5745,2023-06-18,"warehousing, storage & delivery",3183
5746,2023-06-19,accommodation,63524
5747,2023-06-19,"advertising, marketing & research",6003
5748,2023-06-19,"agriculture, farm animals & forestry",919
5749,2023-06-19,animal care & products for animals,5597
5750,2023-06-19,arts & design,7187
5751,2023-06-19,automotive,15404
5752,2023-06-19,beauty & personal care,23044
5753,2023-06-19,construction,197943
5754,2023-06-19,consulting,33791
5755,2023-06-19,e-commerce & retail trade,3898
5756,2023-06-19,education,283653
5757,2023-06-19,energy,97660
5758,2023-06-19,engineering & architecture,850
5759,2023-06-19,entertainment & recreation,9324
5760,2023-06-19,event organization,51746
5761,2023-06-19,fashion,181975
5762,2023-06-19,finance,122465
5763,2023-06-19,food & beverages,26360
5764,2023-06-19,health care and social assistance,12323
5765,2023-06-19,home care & home services,17612
5766,2023-06-19,human resources,28087
5767,2023-06-19,information technology,65466
5768,2023-06-19,insurance,72330
5769,2023-06-19,legal,296943
